,_id,dezenas,premiacoes
59,"{'loteria': 'super-sete', 'concurso': 60}","['1', '2', '1', '6', '6', '9', '5']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '39.165,80'}, {'acertos': '5 Pontos', 'vencedores': 86, 'premio': '650,59'}, {'acertos': '4 Pontos', 'vencedores': 1151, 'premio': '48,61'}, {'acertos': '3 Pontos', 'vencedores': 10278, 'premio': '5,00'}]"
60,"{'loteria': 'super-sete', 'concurso': 61}","['8', '7', '5', '2', '3', '3', '9']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '20.485,64'}, {'acertos': '5 Pontos', 'vencedores': 63, 'premio': '929,05'}, {'acertos': '4 Pontos', 'vencedores': 1057, 'premio': '55,37'}, {'acertos': '3 Pontos', 'vencedores': 9523, 'premio': '5,00'}]"
61,"{'loteria': 'super-sete', 'concurso': 62}","['3', '3', '3', '0', '4', '7', '8']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 4, 'premio': '10.626,32'}, {'acertos': '5 Pontos', 'vencedores': 79, 'premio': '768,63'}, {'acertos': '4 Pontos', 'vencedores': 1428, 'premio': '42,52'}, {'acertos': '3 Pontos', 'vencedores': 10681, 'premio': '5,00'}]"
62,"{'loteria': 'super-sete', 'concurso': 63}","['2', '6', '8', '7', '1', '5', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 6, 'premio': '8.177,61'}, {'acertos': '5 Pontos', 'vencedores': 70, 'premio': '1.001,34'}, {'acertos': '4 Pontos', 'vencedores': 1262, 'premio': '55,54'}, {'acertos': '3 Pontos', 'vencedores': 11038, 'premio': '5,00'}]"
63,"{'loteria': 'super-sete', 'concurso': 64}","['6', '1', '3', '5', '1', '9', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '44.331,41'}, {'acertos': '5 Pontos', 'vencedores': 64, 'premio': '989,54'}, {'acertos': '4 Pontos', 'vencedores': 1083, 'premio': '58,47'}, {'acertos': '3 Pontos', 'vencedores': 9785, 'premio': '5,00'}]"
64,"{'loteria': 'super-sete', 'concurso': 65}","['9', '3', '3', '7', '2', '3', '6']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 6, 'premio': '7.327,71'}, {'acertos': '5 Pontos', 'vencedores': 88, 'premio': '713,73'}, {'acertos': '4 Pontos', 'vencedores': 1182, 'premio': '53,13'}, {'acertos': '3 Pontos', 'vencedores': 9801, 'premio': '5,00'}]"
65,"{'loteria': 'super-sete', 'concurso': 66}","['8', '6', '8', '9', '9', '5', '0']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '46.327,60'}, {'acertos': '5 Pontos', 'vencedores': 56, 'premio': '1.181,82'}, {'acertos': '4 Pontos', 'vencedores': 1055, 'premio': '62,73'}, {'acertos': '3 Pontos', 'vencedores': 9154, 'premio': '5,00'}]"
66,"{'loteria': 'super-sete', 'concurso': 67}","['3', '3', '7', '1', '3', '2', '1']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 6, 'premio': '7.415,52'}, {'acertos': '5 Pontos', 'vencedores': 125, 'premio': '508,49'}, {'acertos': '4 Pontos', 'vencedores': 1144, 'premio': '55,56'}, {'acertos': '3 Pontos', 'vencedores': 11074, 'premio': '5,00'}]"
67,"{'loteria': 'super-sete', 'concurso': 68}","['4', '2', '6', '5', '8', '4', '5']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 4, 'premio': '10.594,74'}, {'acertos': '5 Pontos', 'vencedores': 63, 'premio': '960,97'}, {'acertos': '4 Pontos', 'vencedores': 985, 'premio': '61,46'}, {'acertos': '3 Pontos', 'vencedores': 9084, 'premio': '5,00'}]"
68,"{'loteria': 'super-sete', 'concurso': 69}","['0', '1', '0', '5', '5', '3', '6']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '23.748,13'}, {'acertos': '5 Pontos', 'vencedores': 117, 'premio': '579,92'}, {'acertos': '4 Pontos', 'vencedores': 1292, 'premio': '52,51'}, {'acertos': '3 Pontos', 'vencedores': 11980, 'premio': '5,00'}]"
69,"{'loteria': 'super-sete', 'concurso': 70}","['8', '5', '1', '8', '4', '6', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '49.967,01'}, {'acertos': '5 Pontos', 'vencedores': 74, 'premio': '964,61'}, {'acertos': '4 Pontos', 'vencedores': 1052, 'premio': '67,85'}, {'acertos': '3 Pontos', 'vencedores': 10338, 'premio': '5,00'}]"
70,"{'loteria': 'super-sete', 'concurso': 71}","['1', '2', '4', '6', '7', '1', '6']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '17.100,47'}, {'acertos': '5 Pontos', 'vencedores': 119, 'premio': '615,86'}, {'acertos': '4 Pontos', 'vencedores': 1428, 'premio': '51,32'}, {'acertos': '3 Pontos', 'vencedores': 12731, 'premio': '5,00'}]"
71,"{'loteria': 'super-sete', 'concurso': 72}","['1', '4', '1', '5', '8', '2', '5']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '17.303,55'}, {'acertos': '5 Pontos', 'vencedores': 109, 'premio': '680,34'}, {'acertos': '4 Pontos', 'vencedores': 1488, 'premio': '49,83'}, {'acertos': '3 Pontos', 'vencedores': 13398, 'premio': '5,00'}]"
72,"{'loteria': 'super-sete', 'concurso': 73}","['4', '6', '2', '2', '5', '7', '0']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 5, 'premio': '9.811,35'}, {'acertos': '5 Pontos', 'vencedores': 94, 'premio': '745,54'}, {'acertos': '4 Pontos', 'vencedores': 1230, 'premio': '56,97'}, {'acertos': '3 Pontos', 'vencedores': 11153, 'premio': '5,00'}]"
73,"{'loteria': 'super-sete', 'concurso': 74}","['4', '2', '2', '4', '8', '8', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 4, 'premio': '12.670,28'}, {'acertos': '5 Pontos', 'vencedores': 98, 'premio': '738,79'}, {'acertos': '4 Pontos', 'vencedores': 1206, 'premio': '60,03'}, {'acertos': '3 Pontos', 'vencedores': 11755, 'premio': '5,00'}]"
74,"{'loteria': 'super-sete', 'concurso': 75}","['3', '8', '6', '9', '2', '8', '8']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '34.931,61'}, {'acertos': '5 Pontos', 'vencedores': 91, 'premio': '1.096,75'}, {'acertos': '4 Pontos', 'vencedores': 1680, 'premio': '59,40'}, {'acertos': '3 Pontos', 'vencedores': 14941, 'premio': '5,00'}]"
75,"{'loteria': 'super-sete', 'concurso': 76}","['1', '2', '3', '7', '1', '9', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '21.186,66'}, {'acertos': '5 Pontos', 'vencedores': 151, 'premio': '601,32'}, {'acertos': '4 Pontos', 'vencedores': 2890, 'premio': '31,41'}, {'acertos': '3 Pontos', 'vencedores': 18065, 'premio': '5,00'}]"
76,"{'loteria': 'super-sete', 'concurso': 77}","['4', '9', '5', '8', '4', '4', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '34.506,79'}, {'acertos': '5 Pontos', 'vencedores': 96, 'premio': '1.026,98'}, {'acertos': '4 Pontos', 'vencedores': 1631, 'premio': '60,44'}, {'acertos': '3 Pontos', 'vencedores': 15214, 'premio': '5,00'}]"
77,"{'loteria': 'super-sete', 'concurso': 78}","['9', '2', '3', '6', '7', '7', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '21.514,85'}, {'acertos': '5 Pontos', 'vencedores': 93, 'premio': '991,46'}, {'acertos': '4 Pontos', 'vencedores': 1802, 'premio': '51,16'}, {'acertos': '3 Pontos', 'vencedores': 16259, 'premio': '5,00'}]"
78,"{'loteria': 'super-sete', 'concurso': 79}","['6', '2', '3', '3', '2', '9', '0']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 5, 'premio': '12.788,34'}, {'acertos': '5 Pontos', 'vencedores': 103, 'premio': '886,84'}, {'acertos': '4 Pontos', 'vencedores': 1853, 'premio': '49,29'}, {'acertos': '3 Pontos', 'vencedores': 15152, 'premio': '5,00'}]"
79,"{'loteria': 'super-sete', 'concurso': 80}","['9', '6', '9', '4', '5', '9', '0']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '23.718,58'}, {'acertos': '5 Pontos', 'vencedores': 88, 'premio': '1.155,12'}, {'acertos': '4 Pontos', 'vencedores': 1558, 'premio': '65,24'}, {'acertos': '3 Pontos', 'vencedores': 14854, 'premio': '5,00'}]"
80,"{'loteria': 'super-sete', 'concurso': 81}","['2', '9', '5', '7', '5', '5', '9']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 4, 'premio': '17.308,86'}, {'acertos': '5 Pontos', 'vencedores': 118, 'premio': '838,20'}, {'acertos': '4 Pontos', 'vencedores': 1925, 'premio': '51,38'}, {'acertos': '3 Pontos', 'vencedores': 17796, 'premio': '5,00'}]"
81,"{'loteria': 'super-sete', 'concurso': 82}","['5', '9', '3', '3', '6', '6', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 4, 'premio': '30.142,47'}, {'acertos': '5 Pontos', 'vencedores': 219, 'premio': '786,49'}, {'acertos': '4 Pontos', 'vencedores': 3166, 'premio': '54,40'}, {'acertos': '3 Pontos', 'vencedores': 30359, 'premio': '5,00'}]"
82,"{'loteria': 'super-sete', 'concurso': 83}","['4', '9', '5', '0', '4', '8', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 4, 'premio': '22.580,07'}, {'acertos': '5 Pontos', 'vencedores': 247, 'premio': '522,38'}, {'acertos': '4 Pontos', 'vencedores': 2084, 'premio': '61,91'}, {'acertos': '3 Pontos', 'vencedores': 19199, 'premio': '5,00'}]"
83,"{'loteria': 'super-sete', 'concurso': 84}","['3', '8', '6', '3', '1', '5', '2']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 7, 'premio': '12.589,88'}, {'acertos': '5 Pontos', 'vencedores': 174, 'premio': '723,55'}, {'acertos': '4 Pontos', 'vencedores': 2181, 'premio': '57,72'}, {'acertos': '3 Pontos', 'vencedores': 19536, 'premio': '5,00'}]"
84,"{'loteria': 'super-sete', 'concurso': 85}","['6', '2', '4', '8', '5', '0', '7']","[{'acertos': '7 Pontos', 'vencedores': 1, 'premio': '7.786.502,83'}, {'acertos': '6 Pontos', 'vencedores': 5, 'premio': '17.166,97'}, {'acertos': '5 Pontos', 'vencedores': 134, 'premio': '915,08'}, {'acertos': '4 Pontos', 'vencedores': 2226, 'premio': '55,08'}, {'acertos': '3 Pontos', 'vencedores': 20323, 'premio': '5,00'}]"
85,"{'loteria': 'super-sete', 'concurso': 86}","['1', '2', '2', '6', '6', '9', '5']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 30, 'premio': '1.304,60'}, {'acertos': '5 Pontos', 'vencedores': 85, 'premio': '460,44'}, {'acertos': '4 Pontos', 'vencedores': 976, 'premio': '40,10'}, {'acertos': '3 Pontos', 'vencedores': 7876, 'premio': '5,00'}]"
86,"{'loteria': 'super-sete', 'concurso': 87}","['1', '0', '9', '8', '1', '2', '5']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 30, 'premio': '1.431,41'}, {'acertos': '4 Pontos', 'vencedores': 679, 'premio': '63,24'}, {'acertos': '3 Pontos', 'vencedores': 6208, 'premio': '5,00'}]"
87,"{'loteria': 'super-sete', 'concurso': 88}","['1', '0', '8', '9', '4', '9', '6']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 4, 'premio': '7.840,74'}, {'acertos': '5 Pontos', 'vencedores': 33, 'premio': '1.357,70'}, {'acertos': '4 Pontos', 'vencedores': 709, 'premio': '63,19'}, {'acertos': '3 Pontos', 'vencedores': 6717, 'premio': '5,00'}]"
88,"{'loteria': 'super-sete', 'concurso': 89}","['2', '6', '6', '2', '1', '4', '3']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '30.900,40'}, {'acertos': '5 Pontos', 'vencedores': 48, 'premio': '919,65'}, {'acertos': '4 Pontos', 'vencedores': 776, 'premio': '56,88'}, {'acertos': '3 Pontos', 'vencedores': 6963, 'premio': '5,00'}]"
89,"{'loteria': 'super-sete', 'concurso': 90}","['4', '0', '1', '1', '2', '7', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '29.642,02'}, {'acertos': '5 Pontos', 'vencedores': 53, 'premio': '798,97'}, {'acertos': '4 Pontos', 'vencedores': 714, 'premio': '59,30'}, {'acertos': '3 Pontos', 'vencedores': 6677, 'premio': '5,00'}]"
90,"{'loteria': 'super-sete', 'concurso': 91}","['0', '4', '9', '5', '1', '7', '9']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 4, 'premio': '7.652,31'}, {'acertos': '5 Pontos', 'vencedores': 70, 'premio': '624,67'}, {'acertos': '4 Pontos', 'vencedores': 826, 'premio': '52,93'}, {'acertos': '3 Pontos', 'vencedores': 7665, 'premio': '5,00'}]"
91,"{'loteria': 'super-sete', 'concurso': 92}","['3', '2', '6', '7', '4', '1', '5']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '10.515,31'}, {'acertos': '5 Pontos', 'vencedores': 69, 'premio': '653,12'}, {'acertos': '4 Pontos', 'vencedores': 952, 'premio': '47,33'}, {'acertos': '3 Pontos', 'vencedores': 7369, 'premio': '5,00'}]"
92,"{'loteria': 'super-sete', 'concurso': 93}","['9', '4', '6', '0', '3', '7', '8']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '15.063,56'}, {'acertos': '5 Pontos', 'vencedores': 46, 'premio': '935,62'}, {'acertos': '4 Pontos', 'vencedores': 672, 'premio': '64,04'}, {'acertos': '3 Pontos', 'vencedores': 6170, 'premio': '5,00'}]"
93,"{'loteria': 'super-sete', 'concurso': 94}","['1', '9', '7', '6', '0', '1', '0']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 60, 'premio': '753,02'}, {'acertos': '4 Pontos', 'vencedores': 908, 'premio': '49,75'}, {'acertos': '3 Pontos', 'vencedores': 7702, 'premio': '5,00'}]"
94,"{'loteria': 'super-sete', 'concurso': 95}","['1', '6', '6', '2', '5', '1', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '31.911,37'}, {'acertos': '5 Pontos', 'vencedores': 77, 'premio': '592,04'}, {'acertos': '4 Pontos', 'vencedores': 916, 'premio': '49,76'}, {'acertos': '3 Pontos', 'vencedores': 8814, 'premio': '5,00'}]"
95,"{'loteria': 'super-sete', 'concurso': 96}","['8', '1', '5', '8', '8', '6', '8']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '30.682,46'}, {'acertos': '5 Pontos', 'vencedores': 37, 'premio': '1.184,65'}, {'acertos': '4 Pontos', 'vencedores': 759, 'premio': '57,74'}, {'acertos': '3 Pontos', 'vencedores': 6023, 'premio': '5,00'}]"
96,"{'loteria': 'super-sete', 'concurso': 97}","['8', '2', '5', '0', '5', '0', '2']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 5, 'premio': '6.412,98'}, {'acertos': '5 Pontos', 'vencedores': 77, 'premio': '594,89'}, {'acertos': '4 Pontos', 'vencedores': 727, 'premio': '63,00'}, {'acertos': '3 Pontos', 'vencedores': 6209, 'premio': '5,00'}]"
97,"{'loteria': 'super-sete', 'concurso': 98}","['4', '1', '7', '7', '4', '3', '3']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 59, 'premio': '806,93'}, {'acertos': '4 Pontos', 'vencedores': 757, 'premio': '62,89'}, {'acertos': '3 Pontos', 'vencedores': 7166, 'premio': '5,00'}]"
98,"{'loteria': 'super-sete', 'concurso': 99}","['8', '5', '2', '2', '5', '4', '2']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '36.948,85'}, {'acertos': '5 Pontos', 'vencedores': 56, 'premio': '942,57'}, {'acertos': '4 Pontos', 'vencedores': 884, 'premio': '59,71'}, {'acertos': '3 Pontos', 'vencedores': 8383, 'premio': '5,00'}]"
99,"{'loteria': 'super-sete', 'concurso': 100}","['7', '5', '8', '3', '8', '4', '0']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '33.349,82'}, {'acertos': '5 Pontos', 'vencedores': 54, 'premio': '882,27'}, {'acertos': '4 Pontos', 'vencedores': 801, 'premio': '59,47'}, {'acertos': '3 Pontos', 'vencedores': 6549, 'premio': '5,00'}]"
100,"{'loteria': 'super-sete', 'concurso': 101}","['8', '5', '1', '4', '7', '3', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '39.349,02'}, {'acertos': '5 Pontos', 'vencedores': 59, 'premio': '952,76'}, {'acertos': '4 Pontos', 'vencedores': 909, 'premio': '61,84'}, {'acertos': '3 Pontos', 'vencedores': 8930, 'premio': '5,00'}]"
101,"{'loteria': 'super-sete', 'concurso': 102}","['8', '7', '1', '9', '9', '4', '1']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 71, 'premio': '736,40'}, {'acertos': '4 Pontos', 'vencedores': 954, 'premio': '54,80'}, {'acertos': '3 Pontos', 'vencedores': 7914, 'premio': '5,00'}]"
102,"{'loteria': 'super-sete', 'concurso': 103}","['7', '2', '2', '5', '9', '5', '8']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '37.192,85'}, {'acertos': '5 Pontos', 'vencedores': 70, 'premio': '759,03'}, {'acertos': '4 Pontos', 'vencedores': 943, 'premio': '56,34'}, {'acertos': '3 Pontos', 'vencedores': 9005, 'premio': '5,00'}]"
103,"{'loteria': 'super-sete', 'concurso': 104}","['8', '1', '0', '8', '1', '9', '2']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 4, 'premio': '9.562,56'}, {'acertos': '5 Pontos', 'vencedores': 70, 'premio': '780,61'}, {'acertos': '4 Pontos', 'vencedores': 969, 'premio': '56,39'}, {'acertos': '3 Pontos', 'vencedores': 8130, 'premio': '5,00'}]"
104,"{'loteria': 'super-sete', 'concurso': 105}","['1', '3', '6', '8', '3', '6', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 5, 'premio': '7.933,62'}, {'acertos': '5 Pontos', 'vencedores': 65, 'premio': '871,82'}, {'acertos': '4 Pontos', 'vencedores': 1147, 'premio': '49,40'}, {'acertos': '3 Pontos', 'vencedores': 10953, 'premio': '5,00'}]"
105,"{'loteria': 'super-sete', 'concurso': 106}","['4', '0', '1', '9', '6', '7', '9']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '42.386,54'}, {'acertos': '5 Pontos', 'vencedores': 58, 'premio': '1.044,00'}, {'acertos': '4 Pontos', 'vencedores': 1062, 'premio': '57,01'}, {'acertos': '3 Pontos', 'vencedores': 9844, 'premio': '5,00'}]"
106,"{'loteria': 'super-sete', 'concurso': 107}","['3', '9', '8', '8', '5', '5', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '22.677,20'}, {'acertos': '5 Pontos', 'vencedores': 58, 'premio': '1.117,10'}, {'acertos': '4 Pontos', 'vencedores': 1045, 'premio': '62,00'}, {'acertos': '3 Pontos', 'vencedores': 9751, 'premio': '5,00'}]"
107,"{'loteria': 'super-sete', 'concurso': 108}","['0', '5', '5', '6', '9', '9', '6']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '14.522,86'}, {'acertos': '5 Pontos', 'vencedores': 53, 'premio': '1.174,35'}, {'acertos': '4 Pontos', 'vencedores': 1002, 'premio': '62,11'}, {'acertos': '3 Pontos', 'vencedores': 9750, 'premio': '5,00'}]"
108,"{'loteria': 'super-sete', 'concurso': 109}","['0', '1', '8', '1', '6', '4', '0']","[{'acertos': '7 Pontos', 'vencedores': 1, 'premio': '3.195.629,79'}, {'acertos': '6 Pontos', 'vencedores': 10, 'premio': '4.169,55'}, {'acertos': '5 Pontos', 'vencedores': 89, 'premio': '669,26'}, {'acertos': '4 Pontos', 'vencedores': 986, 'premio': '60,41'}, {'acertos': '3 Pontos', 'vencedores': 9129, 'premio': '5,00'}]"
109,"{'loteria': 'super-sete', 'concurso': 110}","['7', '0', '4', '1', '3', '9', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '24.843,63'}, {'acertos': '5 Pontos', 'vencedores': 44, 'premio': '806,61'}, {'acertos': '4 Pontos', 'vencedores': 549, 'premio': '64,64'}, {'acertos': '3 Pontos', 'vencedores': 5017, 'premio': '5,00'}]"
110,"{'loteria': 'super-sete', 'concurso': 111}","['2', '1', '0', '6', '9', '4', '0']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '11.409,59'}, {'acertos': '5 Pontos', 'vencedores': 64, 'premio': '509,35'}, {'acertos': '4 Pontos', 'vencedores': 755, 'premio': '43,17'}, {'acertos': '3 Pontos', 'vencedores': 6077, 'premio': '5,00'}]"
111,"{'loteria': 'super-sete', 'concurso': 112}","['4', '3', '0', '2', '3', '0', '9']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 4, 'premio': '6.413,10'}, {'acertos': '5 Pontos', 'vencedores': 38, 'premio': '964,37'}, {'acertos': '4 Pontos', 'vencedores': 566, 'premio': '64,74'}, {'acertos': '3 Pontos', 'vencedores': 5660, 'premio': '5,00'}]"
112,"{'loteria': 'super-sete', 'concurso': 113}","['7', '5', '8', '3', '7', '2', '8']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 52, 'premio': '736,04'}, {'acertos': '4 Pontos', 'vencedores': 693, 'premio': '55,23'}, {'acertos': '3 Pontos', 'vencedores': 5956, 'premio': '5,00'}]"
113,"{'loteria': 'super-sete', 'concurso': 114}","['1', '2', '7', '0', '9', '3', '9']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 47, 'premio': '826,81'}, {'acertos': '4 Pontos', 'vencedores': 732, 'premio': '53,08'}, {'acertos': '3 Pontos', 'vencedores': 7067, 'premio': '5,00'}]"
114,"{'loteria': 'super-sete', 'concurso': 115}","['6', '0', '9', '1', '2', '5', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '13.550,91'}, {'acertos': '5 Pontos', 'vencedores': 42, 'premio': '921,83'}, {'acertos': '4 Pontos', 'vencedores': 628, 'premio': '61,65'}, {'acertos': '3 Pontos', 'vencedores': 5922, 'premio': '5,00'}]"
115,"{'loteria': 'super-sete', 'concurso': 116}","['5', '0', '0', '3', '3', '3', '6']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '14.495,35'}, {'acertos': '5 Pontos', 'vencedores': 37, 'premio': '1.119,33'}, {'acertos': '4 Pontos', 'vencedores': 637, 'premio': '65,01'}, {'acertos': '3 Pontos', 'vencedores': 6163, 'premio': '5,00'}]"
116,"{'loteria': 'super-sete', 'concurso': 117}","['2', '1', '7', '7', '1', '8', '2']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '27.880,35'}, {'acertos': '5 Pontos', 'vencedores': 39, 'premio': '1.021,25'}, {'acertos': '4 Pontos', 'vencedores': 655, 'premio': '60,80'}, {'acertos': '3 Pontos', 'vencedores': 6511, 'premio': '5,00'}]"
117,"{'loteria': 'super-sete', 'concurso': 118}","['2', '5', '2', '6', '5', '3', '1']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 53, 'premio': '801,01'}, {'acertos': '4 Pontos', 'vencedores': 774, 'premio': '54,84'}, {'acertos': '3 Pontos', 'vencedores': 7133, 'premio': '5,00'}]"
118,"{'loteria': 'super-sete', 'concurso': 119}","['3', '3', '8', '2', '8', '0', '3']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '32.681,95'}, {'acertos': '5 Pontos', 'vencedores': 35, 'premio': '1.333,95'}, {'acertos': '4 Pontos', 'vencedores': 690, 'premio': '67,66'}, {'acertos': '3 Pontos', 'vencedores': 7025, 'premio': '5,00'}]"
