,_id,dezenas,premiacoes
179,"{'loteria': 'super-sete', 'concurso': 180}","['4', '4', '9', '4', '3', '4', '6']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 32, 'premio': '1.441,53'}, {'acertos': '4 Pontos', 'vencedores': 711, 'premio': '64,87'}, {'acertos': '3 Pontos', 'vencedores': 6557, 'premio': '5,00'}]"
180,"{'loteria': 'super-sete', 'concurso': 181}","['3', '4', '7', '4', '3', '6', '9']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '15.837,15'}, {'acertos': '5 Pontos', 'vencedores': 61, 'premio': '741,78'}, {'acertos': '4 Pontos', 'vencedores': 877, 'premio': '51,59'}, {'acertos': '3 Pontos', 'vencedores': 7915, 'premio': '5,00'}]"
181,"{'loteria': 'super-sete', 'concurso': 182}","['3', '1', '9', '4', '9', '4', '2']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '34.926,22'}, {'acertos': '5 Pontos', 'vencedores': 56, 'premio': '890,97'}, {'acertos': '4 Pontos', 'vencedores': 826, 'premio': '60,40'}, {'acertos': '3 Pontos', 'vencedores': 7929, 'premio': '5,00'}]"
182,"{'loteria': 'super-sete', 'concurso': 183}","['6', '5', '8', '0', '7', '3', '9']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '11.163,11'}, {'acertos': '5 Pontos', 'vencedores': 44, 'premio': '1.087,31'}, {'acertos': '4 Pontos', 'vencedores': 798, 'premio': '59,95'}, {'acertos': '3 Pontos', 'vencedores': 7033, 'premio': '5,00'}]"
183,"{'loteria': 'super-sete', 'concurso': 184}","['7', '9', '7', '2', '2', '5', '3']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '36.223,74'}, {'acertos': '5 Pontos', 'vencedores': 70, 'premio': '739,26'}, {'acertos': '4 Pontos', 'vencedores': 804, 'premio': '64,36'}, {'acertos': '3 Pontos', 'vencedores': 7886, 'premio': '5,00'}]"
184,"{'loteria': 'super-sete', 'concurso': 185}","['2', '3', '6', '7', '2', '4', '6']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '40.078,77'}, {'acertos': '5 Pontos', 'vencedores': 75, 'premio': '763,40'}, {'acertos': '4 Pontos', 'vencedores': 1126, 'premio': '50,84'}, {'acertos': '3 Pontos', 'vencedores': 9657, 'premio': '5,00'}]"
185,"{'loteria': 'super-sete', 'concurso': 186}","['5', '2', '8', '3', '8', '3', '0']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '19.645,84'}, {'acertos': '5 Pontos', 'vencedores': 61, 'premio': '920,17'}, {'acertos': '4 Pontos', 'vencedores': 876, 'premio': '64,07'}, {'acertos': '3 Pontos', 'vencedores': 8485, 'premio': '5,00'}]"
186,"{'loteria': 'super-sete', 'concurso': 187}","['0', '8', '1', '5', '5', '8', '1']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '12.318,87'}, {'acertos': '5 Pontos', 'vencedores': 63, 'premio': '838,01'}, {'acertos': '4 Pontos', 'vencedores': 909, 'premio': '58,08'}, {'acertos': '3 Pontos', 'vencedores': 8694, 'premio': '5,00'}]"
187,"{'loteria': 'super-sete', 'concurso': 188}","['1', '0', '2', '7', '6', '1', '5']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '22.148,41'}, {'acertos': '5 Pontos', 'vencedores': 75, 'premio': '843,74'}, {'acertos': '4 Pontos', 'vencedores': 1150, 'premio': '55,02'}, {'acertos': '3 Pontos', 'vencedores': 10634, 'premio': '5,00'}]"
188,"{'loteria': 'super-sete', 'concurso': 189}","['0', '9', '8', '1', '0', '2', '5']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '41.420,79'}, {'acertos': '5 Pontos', 'vencedores': 69, 'premio': '857,57'}, {'acertos': '4 Pontos', 'vencedores': 985, 'premio': '60,07'}, {'acertos': '3 Pontos', 'vencedores': 8597, 'premio': '5,00'}]"
189,"{'loteria': 'super-sete', 'concurso': 190}","['2', '9', '8', '0', '0', '7', '5']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '13.653,42'}, {'acertos': '5 Pontos', 'vencedores': 60, 'premio': '975,24'}, {'acertos': '4 Pontos', 'vencedores': 1070, 'premio': '54,68'}, {'acertos': '3 Pontos', 'vencedores': 8651, 'premio': '5,00'}]"
190,"{'loteria': 'super-sete', 'concurso': 191}","['6', '4', '1', '9', '6', '0', '9']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 5, 'premio': '10.872,63'}, {'acertos': '5 Pontos', 'vencedores': 93, 'premio': '835,07'}, {'acertos': '4 Pontos', 'vencedores': 1357, 'premio': '57,23'}, {'acertos': '3 Pontos', 'vencedores': 11561, 'premio': '5,00'}]"
191,"{'loteria': 'super-sete', 'concurso': 192}","['0', '9', '6', '1', '9', '6', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 8, 'premio': '7.347,53'}, {'acertos': '5 Pontos', 'vencedores': 139, 'premio': '604,11'}, {'acertos': '4 Pontos', 'vencedores': 1714, 'premio': '48,99'}, {'acertos': '3 Pontos', 'vencedores': 14501, 'premio': '5,00'}]"
192,"{'loteria': 'super-sete', 'concurso': 193}","['7', '2', '1', '3', '2', '0', '0']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '19.224,08'}, {'acertos': '5 Pontos', 'vencedores': 93, 'premio': '885,90'}, {'acertos': '4 Pontos', 'vencedores': 1609, 'premio': '51,20'}, {'acertos': '3 Pontos', 'vencedores': 13377, 'premio': '5,00'}]"
193,"{'loteria': 'super-sete', 'concurso': 194}","['0', '0', '3', '7', '6', '3', '9']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 7, 'premio': '7.503,72'}, {'acertos': '5 Pontos', 'vencedores': 84, 'premio': '893,30'}, {'acertos': '4 Pontos', 'vencedores': 1497, 'premio': '50,12'}, {'acertos': '3 Pontos', 'vencedores': 12682, 'premio': '5,00'}]"
194,"{'loteria': 'super-sete', 'concurso': 195}","['9', '1', '8', '6', '5', '8', '6']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '72.474,81'}, {'acertos': '5 Pontos', 'vencedores': 104, 'premio': '995,53'}, {'acertos': '4 Pontos', 'vencedores': 1559, 'premio': '66,41'}, {'acertos': '3 Pontos', 'vencedores': 15014, 'premio': '5,00'}]"
195,"{'loteria': 'super-sete', 'concurso': 196}","['7', '3', '9', '3', '2', '4', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 6, 'premio': '10.892,07'}, {'acertos': '5 Pontos', 'vencedores': 83, 'premio': '1.124,82'}, {'acertos': '4 Pontos', 'vencedores': 1506, 'premio': '61,99'}, {'acertos': '3 Pontos', 'vencedores': 14752, 'premio': '5,00'}]"
196,"{'loteria': 'super-sete', 'concurso': 197}","['7', '1', '1', '0', '8', '1', '9']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '67.971,43'}, {'acertos': '5 Pontos', 'vencedores': 102, 'premio': '951,98'}, {'acertos': '4 Pontos', 'vencedores': 1551, 'premio': '62,60'}, {'acertos': '3 Pontos', 'vencedores': 14556, 'premio': '5,00'}]"
197,"{'loteria': 'super-sete', 'concurso': 198}","['3', '9', '7', '0', '4', '0', '9']","[{'acertos': '7 Pontos', 'vencedores': 1, 'premio': '5.683.706,05'}, {'acertos': '6 Pontos', 'vencedores': 4, 'premio': '18.695,60'}, {'acertos': '5 Pontos', 'vencedores': 104, 'premio': '1.027,23'}, {'acertos': '4 Pontos', 'vencedores': 1701, 'premio': '62,80'}, {'acertos': '3 Pontos', 'vencedores': 16103, 'premio': '5,00'}]"
198,"{'loteria': 'super-sete', 'concurso': 199}","['2', '7', '8', '8', '0', '9', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '27.466,46'}, {'acertos': '5 Pontos', 'vencedores': 45, 'premio': '871,95'}, {'acertos': '4 Pontos', 'vencedores': 730, 'premio': '53,75'}, {'acertos': '3 Pontos', 'vencedores': 6003, 'premio': '5,00'}]"
199,"{'loteria': 'super-sete', 'concurso': 200}","['6', '8', '3', '5', '9', '8', '1']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '10.988,43'}, {'acertos': '5 Pontos', 'vencedores': 39, 'premio': '805,01'}, {'acertos': '4 Pontos', 'vencedores': 485, 'premio': '64,73'}, {'acertos': '3 Pontos', 'vencedores': 4622, 'premio': '5,00'}]"
200,"{'loteria': 'super-sete', 'concurso': 201}","['1', '6', '3', '2', '3', '8', '8']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '22.054,16'}, {'acertos': '5 Pontos', 'vencedores': 39, 'premio': '807,84'}, {'acertos': '4 Pontos', 'vencedores': 647, 'premio': '48,69'}, {'acertos': '3 Pontos', 'vencedores': 5526, 'premio': '5,00'}]"
201,"{'loteria': 'super-sete', 'concurso': 202}","['8', '3', '9', '7', '5', '9', '2']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '11.959,11'}, {'acertos': '5 Pontos', 'vencedores': 43, 'premio': '794,62'}, {'acertos': '4 Pontos', 'vencedores': 584, 'premio': '58,50'}, {'acertos': '3 Pontos', 'vencedores': 4975, 'premio': '5,00'}]"
202,"{'loteria': 'super-sete', 'concurso': 203}","['9', '0', '4', '6', '2', '8', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '11.345,74'}, {'acertos': '5 Pontos', 'vencedores': 35, 'premio': '926,18'}, {'acertos': '4 Pontos', 'vencedores': 570, 'premio': '56,87'}, {'acertos': '3 Pontos', 'vencedores': 4891, 'premio': '5,00'}]"
203,"{'loteria': 'super-sete', 'concurso': 204}","['2', '6', '5', '1', '2', '3', '2']","[{'acertos': '7 Pontos', 'vencedores': 1, 'premio': '524.851,68'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 33, 'premio': '1.083,59'}, {'acertos': '4 Pontos', 'vencedores': 703, 'premio': '50,86'}, {'acertos': '3 Pontos', 'vencedores': 6021, 'premio': '5,00'}]"
204,"{'loteria': 'super-sete', 'concurso': 205}","['5', '7', '3', '9', '9', '0', '0']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 40, 'premio': '786,61'}, {'acertos': '4 Pontos', 'vencedores': 566, 'premio': '55,59'}, {'acertos': '3 Pontos', 'vencedores': 4653, 'premio': '5,00'}]"
205,"{'loteria': 'super-sete', 'concurso': 206}","['3', '9', '6', '9', '3', '4', '6']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 21, 'premio': '1.410,46'}, {'acertos': '4 Pontos', 'vencedores': 423, 'premio': '70,02'}, {'acertos': '3 Pontos', 'vencedores': 4386, 'premio': '5,00'}]"
206,"{'loteria': 'super-sete', 'concurso': 207}","['1', '8', '4', '9', '2', '2', '2']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 4, 'premio': '5.551,10'}, {'acertos': '5 Pontos', 'vencedores': 27, 'premio': '1.174,83'}, {'acertos': '4 Pontos', 'vencedores': 605, 'premio': '52,43'}, {'acertos': '3 Pontos', 'vencedores': 5185, 'premio': '5,00'}]"
207,"{'loteria': 'super-sete', 'concurso': 208}","['9', '8', '2', '1', '1', '2', '9']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 29, 'premio': '1.141,83'}, {'acertos': '4 Pontos', 'vencedores': 545, 'premio': '60,75'}, {'acertos': '3 Pontos', 'vencedores': 4972, 'premio': '5,00'}]"
208,"{'loteria': 'super-sete', 'concurso': 209}","['6', '6', '3', '7', '6', '3', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '21.680,15'}, {'acertos': '5 Pontos', 'vencedores': 27, 'premio': '1.147,09'}, {'acertos': '4 Pontos', 'vencedores': 474, 'premio': '65,34'}, {'acertos': '3 Pontos', 'vencedores': 4701, 'premio': '5,00'}]"
209,"{'loteria': 'super-sete', 'concurso': 210}","['3', '6', '2', '9', '6', '7', '5']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 37, 'premio': '877,53'}, {'acertos': '4 Pontos', 'vencedores': 601, 'premio': '54,02'}, {'acertos': '3 Pontos', 'vencedores': 5321, 'premio': '5,00'}]"
210,"{'loteria': 'super-sete', 'concurso': 211}","['4', '6', '7', '7', '0', '9', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '23.445,19'}, {'acertos': '5 Pontos', 'vencedores': 35, 'premio': '956,94'}, {'acertos': '4 Pontos', 'vencedores': 523, 'premio': '64,04'}, {'acertos': '3 Pontos', 'vencedores': 4944, 'premio': '5,00'}]"
211,"{'loteria': 'super-sete', 'concurso': 212}","['3', '1', '3', '5', '6', '5', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '7.951,16'}, {'acertos': '5 Pontos', 'vencedores': 63, 'premio': '540,89'}, {'acertos': '4 Pontos', 'vencedores': 727, 'premio': '46,87'}, {'acertos': '3 Pontos', 'vencedores': 6228, 'premio': '5,00'}]"
212,"{'loteria': 'super-sete', 'concurso': 213}","['4', '1', '4', '6', '9', '2', '9']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '24.832,05'}, {'acertos': '5 Pontos', 'vencedores': 43, 'premio': '824,98'}, {'acertos': '4 Pontos', 'vencedores': 562, 'premio': '63,12'}, {'acertos': '3 Pontos', 'vencedores': 5745, 'premio': '5,00'}]"
213,"{'loteria': 'super-sete', 'concurso': 214}","['1', '2', '5', '6', '8', '6', '6']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '27.318,69'}, {'acertos': '5 Pontos', 'vencedores': 75, 'premio': '520,35'}, {'acertos': '4 Pontos', 'vencedores': 811, 'premio': '48,12'}, {'acertos': '3 Pontos', 'vencedores': 7526, 'premio': '5,00'}]"
214,"{'loteria': 'super-sete', 'concurso': 215}","['3', '6', '7', '7', '3', '5', '9']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '13.832,19'}, {'acertos': '5 Pontos', 'vencedores': 52, 'premio': '760,01'}, {'acertos': '4 Pontos', 'vencedores': 795, 'premio': '49,71'}, {'acertos': '3 Pontos', 'vencedores': 6620, 'premio': '5,00'}]"
215,"{'loteria': 'super-sete', 'concurso': 216}","['0', '1', '3', '6', '6', '3', '9']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 4, 'premio': '7.100,04'}, {'acertos': '5 Pontos', 'vencedores': 98, 'premio': '413,99'}, {'acertos': '4 Pontos', 'vencedores': 992, 'premio': '40,89'}, {'acertos': '3 Pontos', 'vencedores': 7800, 'premio': '5,00'}]"
216,"{'loteria': 'super-sete', 'concurso': 217}","['9', '8', '7', '8', '3', '5', '0']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '13.948,87'}, {'acertos': '5 Pontos', 'vencedores': 40, 'premio': '996,34'}, {'acertos': '4 Pontos', 'vencedores': 657, 'premio': '60,66'}, {'acertos': '3 Pontos', 'vencedores': 6218, 'premio': '5,00'}]"
217,"{'loteria': 'super-sete', 'concurso': 218}","['6', '1', '6', '9', '9', '7', '6']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '9.489,18'}, {'acertos': '5 Pontos', 'vencedores': 30, 'premio': '1.355,59'}, {'acertos': '4 Pontos', 'vencedores': 651, 'premio': '62,46'}, {'acertos': '3 Pontos', 'vencedores': 6188, 'premio': '5,00'}]"
218,"{'loteria': 'super-sete', 'concurso': 219}","['3', '3', '7', '8', '5', '8', '6']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 5, 'premio': '5.670,61'}, {'acertos': '5 Pontos', 'vencedores': 37, 'premio': '1.094,71'}, {'acertos': '4 Pontos', 'vencedores': 697, 'premio': '58,11'}, {'acertos': '3 Pontos', 'vencedores': 6695, 'premio': '5,00'}]"
219,"{'loteria': 'super-sete', 'concurso': 220}","['8', '8', '4', '6', '7', '3', '6']","[{'acertos': '7 Pontos', 'vencedores': 1, 'premio': '1.579.986,69'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '27.105,61'}, {'acertos': '5 Pontos', 'vencedores': 38, 'premio': '1.019,00'}, {'acertos': '4 Pontos', 'vencedores': 600, 'premio': '64,53'}, {'acertos': '3 Pontos', 'vencedores': 5757, 'premio': '5,00'}]"
220,"{'loteria': 'super-sete', 'concurso': 221}","['5', '4', '7', '6', '8', '0', '3']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 24, 'premio': '1.114,56'}, {'acertos': '4 Pontos', 'vencedores': 400, 'premio': '66,87'}, {'acertos': '3 Pontos', 'vencedores': 3892, 'premio': '5,00'}]"
221,"{'loteria': 'super-sete', 'concurso': 222}","['0', '8', '5', '2', '6', '1', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 47, 'premio': '594,81'}, {'acertos': '4 Pontos', 'vencedores': 504, 'premio': '55,46'}, {'acertos': '3 Pontos', 'vencedores': 4257, 'premio': '5,00'}]"
222,"{'loteria': 'super-sete', 'concurso': 223}","['5', '1', '8', '1', '0', '3', '8']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 21, 'premio': '1.252,25'}, {'acertos': '4 Pontos', 'vencedores': 392, 'premio': '67,08'}, {'acertos': '3 Pontos', 'vencedores': 3578, 'premio': '5,00'}]"
223,"{'loteria': 'super-sete', 'concurso': 224}","['5', '4', '4', '2', '1', '5', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '18.773,16'}, {'acertos': '5 Pontos', 'vencedores': 36, 'premio': '744,96'}, {'acertos': '4 Pontos', 'vencedores': 487, 'premio': '55,06'}, {'acertos': '3 Pontos', 'vencedores': 4090, 'premio': '5,00'}]"
224,"{'loteria': 'super-sete', 'concurso': 225}","['8', '0', '0', '7', '0', '4', '2']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '10.113,49'}, {'acertos': '5 Pontos', 'vencedores': 30, 'premio': '963,18'}, {'acertos': '4 Pontos', 'vencedores': 390, 'premio': '74,09'}, {'acertos': '3 Pontos', 'vencedores': 3849, 'premio': '5,00'}]"
225,"{'loteria': 'super-sete', 'concurso': 226}","['2', '0', '4', '7', '6', '0', '8']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 41, 'premio': '676,85'}, {'acertos': '4 Pontos', 'vencedores': 557, 'premio': '49,82'}, {'acertos': '3 Pontos', 'vencedores': 4524, 'premio': '5,00'}]"
226,"{'loteria': 'super-sete', 'concurso': 227}","['5', '6', '2', '7', '6', '8', '7']","[{'acertos': '7 Pontos', 'vencedores': 1, 'premio': '578.267,92'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '21.815,31'}, {'acertos': '5 Pontos', 'vencedores': 40, 'premio': '779,11'}, {'acertos': '4 Pontos', 'vencedores': 504, 'premio': '61,83'}, {'acertos': '3 Pontos', 'vencedores': 4879, 'premio': '5,00'}]"
227,"{'loteria': 'super-sete', 'concurso': 228}","['7', '2', '2', '3', '8', '8', '9']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '9.398,16'}, {'acertos': '5 Pontos', 'vencedores': 46, 'premio': '583,73'}, {'acertos': '4 Pontos', 'vencedores': 528, 'premio': '50,85'}, {'acertos': '3 Pontos', 'vencedores': 4710, 'premio': '5,00'}]"
228,"{'loteria': 'super-sete', 'concurso': 229}","['8', '6', '4', '4', '4', '3', '9']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 31, 'premio': '841,19'}, {'acertos': '4 Pontos', 'vencedores': 399, 'premio': '65,35'}, {'acertos': '3 Pontos', 'vencedores': 4048, 'premio': '5,00'}]"
229,"{'loteria': 'super-sete', 'concurso': 230}","['8', '6', '1', '6', '2', '5', '1']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '19.782,26'}, {'acertos': '5 Pontos', 'vencedores': 18, 'premio': '1.570,02'}, {'acertos': '4 Pontos', 'vencedores': 388, 'premio': '72,83'}, {'acertos': '3 Pontos', 'vencedores': 4123, 'premio': '5,00'}]"
230,"{'loteria': 'super-sete', 'concurso': 231}","['4', '4', '8', '2', '8', '0', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '30.563,66'}, {'acertos': '5 Pontos', 'vencedores': 40, 'premio': '1.091,55'}, {'acertos': '4 Pontos', 'vencedores': 669, 'premio': '65,26'}, {'acertos': '3 Pontos', 'vencedores': 6587, 'premio': '5,00'}]"
231,"{'loteria': 'super-sete', 'concurso': 232}","['1', '0', '8', '5', '4', '7', '6']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '12.428,53'}, {'acertos': '5 Pontos', 'vencedores': 46, 'premio': '771,95'}, {'acertos': '4 Pontos', 'vencedores': 619, 'premio': '57,36'}, {'acertos': '3 Pontos', 'vencedores': 5959, 'premio': '5,00'}]"
232,"{'loteria': 'super-sete', 'concurso': 233}","['0', '2', '7', '4', '4', '2', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '21.964,54'}, {'acertos': '5 Pontos', 'vencedores': 40, 'premio': '784,44'}, {'acertos': '4 Pontos', 'vencedores': 497, 'premio': '63,13'}, {'acertos': '3 Pontos', 'vencedores': 5214, 'premio': '5,00'}]"
233,"{'loteria': 'super-sete', 'concurso': 234}","['1', '8', '8', '8', '9', '6', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '9.337,93'}, {'acertos': '5 Pontos', 'vencedores': 34, 'premio': '784,70'}, {'acertos': '4 Pontos', 'vencedores': 580, 'premio': '45,99'}, {'acertos': '3 Pontos', 'vencedores': 5107, 'premio': '5,00'}]"
234,"{'loteria': 'super-sete', 'concurso': 235}","['9', '7', '6', '2', '3', '5', '6']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '22.332,64'}, {'acertos': '5 Pontos', 'vencedores': 35, 'premio': '911,53'}, {'acertos': '4 Pontos', 'vencedores': 493, 'premio': '64,71'}, {'acertos': '3 Pontos', 'vencedores': 4934, 'premio': '5,00'}]"
235,"{'loteria': 'super-sete', 'concurso': 236}","['7', '0', '7', '2', '9', '4', '3']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '7.513,51'}, {'acertos': '5 Pontos', 'vencedores': 25, 'premio': '1.288,03'}, {'acertos': '4 Pontos', 'vencedores': 500, 'premio': '64,40'}, {'acertos': '3 Pontos', 'vencedores': 5027, 'premio': '5,00'}]"
236,"{'loteria': 'super-sete', 'concurso': 237}","['6', '2', '7', '6', '3', '2', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '24.549,70'}, {'acertos': '5 Pontos', 'vencedores': 42, 'premio': '835,02'}, {'acertos': '4 Pontos', 'vencedores': 568, 'premio': '61,74'}, {'acertos': '3 Pontos', 'vencedores': 5527, 'premio': '5,00'}]"
237,"{'loteria': 'super-sete', 'concurso': 238}","['2', '0', '9', '0', '1', '2', '3']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 42, 'premio': '896,22'}, {'acertos': '4 Pontos', 'vencedores': 607, 'premio': '62,01'}, {'acertos': '3 Pontos', 'vencedores': 5537, 'premio': '5,00'}]"
238,"{'loteria': 'super-sete', 'concurso': 239}","['3', '3', '1', '5', '8', '1', '2']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '12.475,31'}, {'acertos': '5 Pontos', 'vencedores': 34, 'premio': '1.048,34'}, {'acertos': '4 Pontos', 'vencedores': 625, 'premio': '57,02'}, {'acertos': '3 Pontos', 'vencedores': 5786, 'premio': '5,00'}]"
